0,1,2
8.714950600906127,8.374398697387814,13.978634851631819
9.869003123721074,9.112688083252063,12.196687850451212
14.441499605133366,13.635405281970646,16.68980563368353
19.52568572479548,18.455547283054415,24.87630363320746
20.805681034906204,19.19535209203598,29.005958221524736
10.955684415636004,10.530935433257486,19.501395576200242
13.565543938204613,12.951170480953587,18.477160396095506
11.606208466896227,11.447014312822526,13.083391299742182
12.860501384959939,12.340407148618901,17.150511836714408
14.89570180057592,14.791967808105342,21.078527416743142
